league,date,Blue,Red,winner,BT,BTC,BTK,BTD,BTA,BTCS,BTG,BJ,BJC,BJK,BJD,BJA,BJCS,BJG,BM,BMC,BMK,BMD,BMA,BMCS,BMG,BA,BAC,BAK,BAD,BAA,BACS,BAG,BS,BSC,BSK,BSD,BSA,BSCS,BSG,RT,RTC,RTK,RTD,RTA,RTCS,RTG,RJ,RJC,RJK,RJD,RJA,RJCS,RJG,RM,RMC,RMK,RMD,RMA,RMCS,RMG,RA,RAC,RAK,RAD,RAA,RACS,RAG,RS,RSC,RSK,RSD,RSA,RSCS,RSG
2013LCKSPRING,2013-05-01,NaJin Shield,SK Telecom T1 1,1,Expession,Rumble,5,2,15,275,,NoFe,Jarvan IV,6,4,15,90,,Save,Kha'Zix,8,2,10,280,,Locodoco,Varus,3,3,12,261,,Wolf (Lee Jae-wan),Leona,1,2,10,36,,Reapered,Riven,3,6,3,233,,H0R0,Hecarim,2,5,8,130,,SuNo,Diana,4,5,5,289,,Raven (Kim Ae-jun),Miss Fortune,4,4,2,249,,StarLast,Sona,0,3,11,25,
2013LCKSPRING,2013-05-01,SK Telecom T1 1,NaJin Shield,1,Reapered,Kha'Zix,8,2,4,314,,H0R0,Hecarim,3,3,15,145,,SuNo,Karthus,2,3,16,311,,Raven (Kim Ae-jun),Vayne,6,2,7,266,,StarLast,Sona,1,2,14,38,,Expession,Jayce,2,5,7,299,,NoFe,Nasus,0,4,5,113,,Save,Diana,6,4,3,271,,Locodoco,Varus,3,5,7,292,,Wolf (Lee Jae-wan),Thresh,1,2,8,22,
2013LCKSPRING,2013-05-03,Incredible Miracle,ahq Korea,0,Smeb,Diana,1,4,1,157,,Lilac (Jeon Ho-jin),Nasus,0,4,3,109,,MidKing,Jayce,2,2,1,236,,Paragon,Tristana,0,1,2,211,,Lasha,Lulu,0,2,1,27,,TrAce,Rengar,3,2,3,243,,ActScene,Jarvan IV,1,1,7,106,,HooN (Kim Nam-hoon),Twisted Fate,5,0,4,300,,Promise (Cheon Min-ki),Miss Fortune,4,0,4,245,,Wraith,Thresh,0,0,8,10,
2013LCKSPRING,2013-05-03,ahq Korea,Incredible Miracle,0,TrAce,Jayce,3,5,4,99,,ActScene,Kayle,2,6,5,114,,HooN (Kim Nam-hoon),Vladimir,3,2,4,212,,Promise (Cheon Min-ki),Caitlyn,2,3,6,155,,Wraith,Thresh,0,3,8,13,,Smeb,Irelia,2,2,10,156,,Lilac (Jeon Ho-jin),Zac,2,2,15,78,,MidKing,Zed,2,3,7,191,,Paragon,Kog'Maw,12,1,4,178,,Lasha,Zyra,1,2,12,38,
2013LCKSPRING,2013-05-04,CJ Entus Frost,KT Rolster B,1,Shy,Rumble,9,3,17,214,,CloudTemplar,Rammus,4,2,21,89,,RapidStar,Twisted Fate,8,4,8,263,,Space,Twitch,11,7,14,242,,Kish,Sona,3,4,23,35,,Ssumday,Olaf,7,8,4,203,,InSec,Jarvan IV,5,8,9,143,,Ryu,Karthus,4,8,8,290,,Score,Vayne,3,5,9,231,,Mafa,Zyra,1,6,3,35,
2013LCKSPRING,2013-05-04,KT Rolster B,CJ Entus Frost,0,Ssumday,Kha'Zix,16,5,8,371,,InSec,Shen,0,10,21,200,,Ryu,Nidalee,7,11,14,244,,Score,Ezreal,9,8,13,284,,Mafa,Zyra,2,11,20,66,,Shy,Zed,7,8,6,339,,CloudTemplar,Nautilus,11,6,13,181,,RapidStar,Nasus,3,8,17,312,,Space,Vayne,23,6,7,300,,Kish,Nunu,1,6,28,36,
2013LCKSPRING,2013-05-08,SK Telecom T1 2,NaJin Shield,1,Impact,Kennen,4,2,5,129,7.3,Bengi,Jarvan IV,7,0,10,58,7,Faker,Orianna,5,0,10,180,8.7,Piglet,Varus,3,0,9,167,8.1,PoohManDu,Thresh,2,1,11,13,5.8,Expession,Rumble,1,5,0,104,5.2,NoFe,Hecarim,0,5,1,64,4,Save,Jayce,0,5,0,116,5.1,Locodoco,Caitlyn,1,4,1,134,6.1,Wolf (Lee Jae-wan),Lulu,1,2,1,6,3.7
2013LCKSPRING,2013-05-08,NaJin Shield,SK Telecom T1 2,0,Expession,Rumble,4,7,6,163,8.6,NoFe,Jarvan IV,1,5,9,53,5.6,Save,Diana,3,5,4,177,8.5,Locodoco,Miss Fortune,3,5,3,196,8.7,Wolf (Lee Jae-wan),Lulu,0,5,8,13,4.8,Impact,Kennen,5,4,15,157,10.3,Bengi,Nasus,2,1,18,102,8.8,Faker,Jayce,14,3,12,229,14.6,Piglet,Vayne,6,0,10,170,11,PoohManDu,Sona,0,3,23,19,7.3
2013LCKSPRING,2013-05-08,SK Telecom T1 2,NaJin Shield,1,Impact,Kennen,5,4,8,200,12.6,Bengi,Jarvan IV,2,4,10,78,9.3,Faker,Orianna,5,2,11,248,13.3,Piglet,Caitlyn,10,1,4,385,17.8,PoohManDu,Nunu,1,3,10,19,8.8,Expession,Jayce,2,7,7,197,9.5,NoFe,Lee Sin,2,4,8,73,7.8,Save,Karthus,7,7,3,217,11.4,Locodoco,Kog'Maw,3,2,6,268,12,Wolf (Lee Jae-wan),Lulu,0,3,8,26,6.1
2013LCKSPRING,2013-05-10,KT Rolster B,MVP Ozone,1,Ssumday,Jayce,5,0,3,212,13.1,InSec,Nasus,0,6,7,131,9.9,Ryu,Zed,3,2,3,241,12.7,Score,Caitlyn,0,5,6,228,11.7,Mafa,Fiddlesticks,1,2,7,42,9.7,Homme,Nunu,0,2,10,128,7.6,DanDy,Lee Sin,3,2,11,93,8,Dade,Ryze,6,3,8,333,12.6,Imp,Varus,5,2,7,295,12.5,Mata,Lulu,1,0,8,44,6.7
2013LCKSPRING,2013-05-10,MVP Ozone,KT Rolster B,1,Homme,Kennen,3,1,5,161,9.3,DanDy,Jarvan IV,1,1,10,70,7.1,Dade,Jayce,2,4,9,228,10.5,Imp,Vayne,7,0,4,247,12.1,Mata,Sona,2,1,8,28,7.1,Ssumday,Renekton,1,4,2,182,8.6,InSec,Zac,2,2,4,115,7.5,Ryu,Karthus,2,5,3,211,9.5,Score,Varus,2,3,1,194,8.8,Mafa,Lulu,0,1,4,27,6.2
2013LCKSPRING,2013-05-10,KT Rolster B,MVP Ozone,0,Ssumday,Diana,1,5,9,256,10.7,InSec,Amumu,1,5,6,131,7.9,Ryu,Kha'Zix,6,5,2,316,13.1,Score,Miss Fortune,5,4,6,233,11.5,Mafa,Lulu,0,5,11,20,6.7,Homme,Kennen,2,3,16,157,10.7,DanDy,Jarvan IV,4,3,17,92,9.9,Dade,Zed,4,3,11,313,14.7,Imp,Vayne,13,2,4,285,16.1,Mata,Zyra,1,2,16,35,9
2013LCKSPRING,2013-05-10,MVP Ozone,KT Rolster B,1,Homme,Kennen,1,3,16,148,8.9,DanDy,Jarvan IV,1,5,20,68,7.9,Dade,Jayce,13,1,8,230,14,Imp,Varus,7,3,8,209,12,Mata,Zyra,3,2,18,28,8.4,Ssumday,Irelia,2,2,8,191,8.6,InSec,Lee Sin,6,6,6,71,7.7,Ryu,Diana,1,6,6,204,8.3,Score,Twitch,4,6,6,171,8.6,Mafa,Sona,1,5,12,22,5.8
2013LCKSPRING,2013-05-15,SK Telecom T1 1,CJ Entus Blaze,0,Reapered,Shen,1,2,2,202,8.4,H0R0,Jarvan IV,1,3,3,111,6.9,SuNo,Zed,4,3,2,253,10.1,Raven (Kim Ae-jun),Vayne,3,1,1,244,10.1,StarLast,Lulu,1,4,2,24,5.6,Flame,Ryze,2,3,5,272,12.3,Helios (Shin Dong-jin),Lee Sin,0,2,8,111,8.4,Ambition,Kha'Zix,9,1,3,323,15.2,Cpt Jack,Kog'Maw,2,2,5,218,10.9,Lustboy,Sona,0,2,11,25,7.8
2013LCKSPRING,2013-05-15,CJ Entus Blaze,SK Telecom T1 1,1,Flame,Ryze,7,5,14,319,17.9,Helios (Shin Dong-jin),Lee Sin,5,3,15,158,14.4,Ambition,Kha'Zix,8,5,9,492,21.8,Cpt Jack,Kog'Maw,7,4,10,330,18.2,Lustboy,Zyra,1,3,19,50,11.8,Reapered,Elise,3,8,10,235,12.4,H0R0,Jarvan IV,1,1,9,161,10.5,SuNo,Lux,8,5,6,308,15.5,Raven (Kim Ae-jun),Vayne,8,9,8,322,16.9,StarLast,Lulu,0,5,17,52,9.5
2013LCKSPRING,2013-05-15,SK Telecom T1 1,CJ Entus Blaze,0,Reapered,Shen,1,3,5,197,8.7,H0R0,Elise,5,2,3,115,8.2,SuNo,Kha'Zix,4,3,5,257,10.6,Raven (Kim Ae-jun),Varus,1,4,6,231,9.6,StarLast,Fiddlesticks,0,3,6,26,5.2,Flame,Akali,10,2,3,346,16.7,Helios (Shin Dong-jin),Lee Sin,1,1,5,114,9.2,Ambition,Zed,2,3,6,309,13.8,Cpt Jack,Caitlyn,2,2,4,271,12.4,Lustboy,Sona,0,3,5,23,7.6
2013LCKSPRING,2013-05-17,CJ Entus Frost,NaJin Sword,1,Shy,Ryze,6,1,2,260,12.6,CloudTemplar,Nautilus,1,1,9,114,8.3,RapidStar,Kha'Zix,6,0,5,247,12,Hermes,Miss Fortune,1,2,11,194,10.3,MadLife,Blitzcrank,1,0,9,15,6.6,MakNooN,Jax,1,2,1,219,9.3,Watch,Nasus,0,3,3,82,8,SSONG,Kennen,1,4,0,176,8.2,PraY,Caitlyn,2,3,0,234,9.7,Cain,Sona,0,3,2,14,5
2013LCKSPRING,2013-05-17,NaJin Sword,CJ Entus Frost,1,MakNooN,Zac,2,1,13,162,9.6,Watch,Nasus,3,3,8,97,9.8,SSONG,Jayce,7,1,10,191,11.5,PraY,Caitlyn,6,0,12,226,12.1,Cain,Lulu,2,1,13,16,7,Shy,Zed,3,4,1,224,9.4,CloudTemplar,Nautilus,0,5,4,93,6.2,RapidStar,Diana,1,4,1,165,7.5,Hermes,Miss Fortune,1,3,2,196,8.3,MadLife,Leona,0,4,2,13,4.5
2013LCKSPRING,2013-05-17,CJ Entus Frost,NaJin Sword,1,Shy,Kennen,6,3,4,303,16.1,CloudTemplar,Elise,2,4,6,133,11.4,RapidStar,Diana,7,2,5,346,17.2,Hermes,Miss Fortune,1,0,9,268,14,MadLife,Thresh,0,0,12,37,9.5,MakNooN,Zac,4,5,3,241,11.4,Watch,Cho'Gath,0,3,4,127,7.6,SSONG,Kha'Zix,5,2,2,388,14.4,PraY,Caitlyn,0,3,3,328,11.9,Cain,Lulu,0,3,5,19,6
2013LCKSPRING,2013-05-17,NaJin Sword,CJ Entus Frost,0,MakNooN,Diana,1,7,0,142,6.7,Watch,Cho'Gath,1,3,3,88,7.3,SSONG,Zed,2,3,3,232,9.1,PraY,Kog'Maw,2,2,3,200,8.5,Cain,Lulu,0,2,5,18,5.3,Shy,Kennen,6,0,7,219,12.5,CloudTemplar,Nasus,0,1,13,93,8.4,RapidStar,Orianna,3,2,9,201,10.8,Hermes,Miss Fortune,8,1,4,201,12,MadLife,Sona,0,2,14,21,7.1
2013LCKSPRING,2013-05-29,SK Telecom T1 2,MVP Ozone,0,Impact,Rumble,0,5,9,180,8.4,Bengi,Jarvan IV,1,4,8,103,7,Faker,Karthus,5,5,4,342,12.8,Piglet,Twitch,6,6,3,218,11.2,PoohManDu,Thresh,1,6,10,16,6.5,Homme,Shen,6,2,18,190,12.6,DanDy,Elise,5,4,12,118,10.4,Dade,Kha'Zix,8,2,10,301,14.4,Imp,Vayne,7,2,5,295,14.5,Mata,Zyra,0,3,20,41,8.6
2013LCKSPRING,2013-05-29,MVP Ozone,SK Telecom T1 2,0,Homme,Renekton,2,7,6,199,9.5,DanDy,Jarvan IV,4,6,9,83,7.9,Dade,Orianna,6,4,7,272,12.9,Imp,Ezreal,3,3,8,302,12.5,Mata,Blitzcrank,0,6,10,23,6.1,Impact,Elise,6,5,10,191,13,Bengi,Nasus,5,0,15,115,11.4,Faker,Ryze,13,2,6,291,17.4,Piglet,Varus,2,5,21,238,13.6,PoohManDu,Thresh,0,3,22,28,8.9
2013LCKSPRING,2013-05-29,SK Telecom T1 2,MVP Ozone,0,Impact,Elise,3,4,5,203,10.7,Bengi,Nasus,3,6,9,92,8.4,Faker,Orianna,6,5,9,298,13.4,Piglet,Varus,3,4,10,271,12.4,PoohManDu,Lulu,1,6,14,18,7.4,Homme,Renekton,1,2,13,238,12.4,DanDy,Jarvan IV,1,4,19,115,10.5,Dade,Ryze,17,1,6,304,18.6,Imp,Vayne,2,2,14,268,14.2,Mata,Thresh,4,7,17,26,10.7
2013LCKSPRING,2013-05-29,MVP Ozone,SK Telecom T1 2,1,Homme,Renekton,4,4,12,156,12.1,DanDy,Elise,4,5,17,109,11.4,Dade,Karthus,8,4,18,283,16.6,Imp,Caitlyn,13,1,13,294,18.5,Mata,Thresh,1,4,26,26,10.1,Impact,Jax,6,7,6,218,11.4,Bengi,Jarvan IV,3,7,12,88,7.8,Faker,Ryze,7,6,8,317,13.8,Piglet,Varus,1,4,16,295,11.6,PoohManDu,Sona,1,6,15,17,6.4
2013LCKSPRING,2013-05-31,CJ Entus Frost,CJ Entus Blaze,0,Shy,Kennen,0,2,4,184,7.5,CloudTemplar,Sejuani,2,3,3,80,6,RapidStar,Orianna,3,4,3,185,8.4,Hermes,Twitch,1,3,4,189,8,MadLife,Thresh,1,3,3,17,4.7,Flame,Elise,4,0,5,222,11.1,Helios (Shin Dong-jin),Lee Sin,2,4,8,73,7.5,Ambition,Ahri,4,1,8,245,11.4,Cpt Jack,Caitlyn,5,1,7,263,12.4,Lustboy,Janna,0,1,10,20,6.2
2013LCKSPRING,2013-05-31,CJ Entus Blaze,CJ Entus Frost,1,Flame,Kennen,4,2,3,431,19.4,Helios (Shin Dong-jin),Nasus,0,2,5,127,12.5,Ambition,Orianna,0,3,6,421,17.3,Cpt Jack,Varus,2,0,5,396,18.1,Lustboy,Sona,2,3,5,32,10.1,Shy,Rumble,6,2,1,221,13.5,CloudTemplar,Shen,0,2,5,311,14,RapidStar,Xerath,1,2,7,320,14.3,Hermes,Caitlyn,3,0,3,380,16.2,MadLife,Thresh,0,2,7,35,8.4
2013LCKSPRING,2013-05-31,CJ Entus Frost,CJ Entus Blaze,0,Shy,Kennen,2,7,6,156,8.3,CloudTemplar,Jarvan IV,1,7,8,79,7,RapidStar,Ahri,4,5,3,243,10.2,Hermes,Twitch,3,6,4,157,8.4,MadLife,Thresh,1,6,7,17,5.6,Flame,Ryze,8,3,9,254,13.5,Helios (Shin Dong-jin),Lee Sin,2,4,12,97,9,Ambition,Karthus,7,3,14,298,14.4,Cpt Jack,Caitlyn,13,0,9,276,15.8,Lustboy,Janna,1,1,24,16,8
2013LCKSPRING,2013-06-05,CJ Entus Frost,SK Telecom T1 2,0,Shy,Kennen,2,4,3,245,9.7,CloudTemplar,Rammus,1,6,7,100,6.8,RapidStar,Kha'Zix,3,5,3,272,10.5,Space,Vayne,2,3,7,235,10.1,Kish,Zyra,3,4,5,15,6.3,Impact,Shen,0,2,14,228,11.4,Bengi,Jarvan IV,3,1,16,85,9.5,Faker,Karthus,8,3,7,305,15,Piglet,Caitlyn,10,2,6,283,15.1,PoohManDu,Thresh,1,3,11,22,8.5
2013LCKSPRING,2013-06-05,SK Telecom T1 2,CJ Entus Frost,1,Impact,Shen,2,1,11,156,10.6,Bengi,Evelynn,5,3,12,128,11.1,Faker,Kha'Zix,8,1,7,302,14.7,Piglet,Caitlyn,5,0,9,243,13.1,PoohManDu,Nami,2,2,13,13,8.6,Shy,Irelia,1,4,1,211,8.4,CloudTemplar,Nasus,1,5,2,114,6.6,RapidStar,Diana,2,3,2,226,9,Space,Twitch,3,3,2,231,9.7,Kish,Sona,0,7,6,8,4.7
2013LCKSPRING,2013-06-05,CJ Entus Frost,SK Telecom T1 2,0,Shy,Elise,3,4,6,257,13.7,CloudTemplar,Maokai,1,8,12,115,10.7,RapidStar,Kha'Zix,8,5,5,374,17.5,Space,Vayne,5,2,5,312,15.6,Kish,Sona,1,5,12,26,10.1,Impact,Kennen,5,3,13,214,14.1,Bengi,Nasus,0,3,15,100,11.1,Faker,Karthus,7,6,11,366,17.9,Piglet,Caitlyn,9,1,12,383,19.8,PoohManDu,Fiddlesticks,3,5,12,36,11.1
2013LCKSPRING,2013-06-15,MVP Ozone,CJ Entus Blaze,1,Homme,Zac,7,1,5,172,10,DanDy,Elise,2,1,11,102,7.8,Dade,Zed,4,1,3,232,9.8,Imp,Vayne,5,1,6,198,9.8,Mata,Thresh,1,0,12,13,6.1,Flame,Diana,0,5,1,153,6,Helios (Shin Dong-jin),Lee Sin,0,3,3,78,4.8,Ambition,Karthus,2,4,2,252,8.3,Cpt Jack,Caitlyn,1,4,2,186,7,Lustboy,Janna,1,3,2,9,4.1
2013LCKSPRING,2013-06-15,CJ Entus Blaze,MVP Ozone,0,Flame,Ryze,1,8,5,177,9,Helios (Shin Dong-jin),Zac,2,7,5,82,6.7,Ambition,Kha'Zix,4,8,5,292,12,Cpt Jack,Ezreal,7,5,4,215,11.4,Lustboy,Thresh,0,6,10,42,6.6,Homme,Shen,2,1,18,155,11.1,DanDy,Lee Sin,4,2,20,114,11.2,Dade,Zed,12,4,6,305,16.6,Imp,Caitlyn,12,3,13,300,17,Mata,Fiddlesticks,4,4,21,35,10.6
2013LCKSPRING,2013-06-15,MVP Ozone,CJ Entus Blaze,1,Homme,Shen,2,2,11,137,9,DanDy,Evelynn,3,1,9,113,8.9,Dade,Zed,10,0,3,224,12.7,Imp,Kog'Maw,3,1,4,197,9.8,Mata,Thresh,0,2,11,19,6.8,Flame,Vladimir,2,2,0,239,8.8,Helios (Shin Dong-jin),Lee Sin,0,5,3,70,5.3,Ambition,Kha'Zix,2,3,1,181,7.7,Cpt Jack,Vayne,2,4,1,231,8.8,Lustboy,Nami,0,4,5,13,4.9
